smiles,CYP450_CYP1A2,CYP450_CYP2C19,CYP450_CYP2C9,CYP450_CYP2D6,CYP450_CYP3A4,Carcinogenicity_Carcinogenicity,Cardiotoxicity_Cardiotoxicity-1,Cardiotoxicity_Cardiotoxicity-10,Cardiotoxicity_Cardiotoxicity-30,Cardiotoxicity_Cardiotoxicity-5,Clinical_Toxicity_Clinical_toxicity,Developmental_and_Reproductive_Toxicity_Developmental_Toxicity,Developmental_and_Reproductive_Toxicity_Reproductive_Toxicity,Endocrine_Disruption_NR-AR-LBD,Endocrine_Disruption_NR-AR,Endocrine_Disruption_NR-AhR,Endocrine_Disruption_NR-ER-LBD,Endocrine_Disruption_NR-ER,Endocrine_Disruption_NR-PPAR-gamma,Endocrine_Disruption_NR-aromatase,Endocrine_Disruption_SR-ARE,Endocrine_Disruption_SR-ATAD5,Endocrine_Disruption_SR-HSE,Endocrine_Disruption_SR-MMP,Endocrine_Disruption_SR-p53,Hepatotoxicity_Hepatotoxicity,Irritation_and_Corrosion_Eye_Corrosion,Irritation_and_Corrosion_Eye_Irritation,Mutagenicity_Ames_Mutagenicity,Respiratory_Toxicity_Respiratory_Toxicity
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,1.0,,,,,
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
C#CCC1=C(C)[C@H](OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,,,
C#CCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#CCCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#CCCCC#C,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#CCCCC(=O)Nc1ccccc1,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
C#CCCCC(=S)Nc1ccccc1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#CCCCCC#C,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#CCCCCCC#C,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#CCCCCCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#CCCCCCCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#CCCCCCCCCCCCC(=O)CC(O)COC(C)=O,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCCCCCCCCCCCCCC(=O)O,1.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#CCCCCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#CCCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C(C)(C)C)C(=O)[C@H]3CC[C@@H]12,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C4CCCCC4)C(=O)[C@H]3CC[C@@H]12,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(CC)C(=O)[C@H]3CC[C@@H]12,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(CCC(=O)OCC)C(=O)[C@H]3CC[C@@H]12,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C[C@@H]4CCCO4)C(=O)[C@H]3CC[C@@H]12,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]3CC[C@@H]12,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccccc4)C(=O)[C@H]3CC[C@@H]12,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N([C@@H](C)c4ccccc4)C(=O)[C@H]3CC[C@@H]12,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(c4cccc(Oc5ccccc5)c4)C(=O)[C@H]3CC[C@@H]12,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(C(C)(C)C)C(=O)[C@H]12,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(C3CCCCC3)C(=O)[C@H]12,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(CC)C(=O)[C@H]12,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(CCC(=O)OCC)C(=O)[C@H]12,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(C[C@@H]3CCCO3)C(=O)[C@H]12,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(Cc3ccc4c(c3)OCO4)C(=O)[C@H]12,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(Cc3ccccc3)C(=O)[C@H]12,0.0,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N([C@@H](C)c3ccccc3)C(=O)[C@H]12,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(c3cccc(Oc4ccccc4)c3)C(=O)[C@H]12,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@H]1C(=O)N(c3ccc(F)cc3F)C(=O)[C@H]21,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@H]1CC[C@H]1C(=O)N(c3ccc(F)cc3F)C(=O)[C@H]21,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#CCCl,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
C#CCN,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
C#CCN(C)C(C)Cc1ccccc1,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,
C#CCN(C)CCCOc1ccc(Cl)cc1Cl,1.0,1.0,0.0,1.0,,,0.0,0.0,1.0,0.0,,,,0.0,0.0,,0.0,1.0,0.0,,1.0,0.0,0.0,,0.0,,,,,
C#CCN(C)Cc1ccccc1,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
C#CCN(C)[C@@H](C)Cc1ccccc1,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN(C)[C@H](C)Cc1ccccc1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
C#CCN(CC#C)CC#C,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,,
C#CCN1C(=O)[C@H]2CC=CC[C@@H]2C1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
C#CCN1C(C)=C(C(=O)CCO)[C@@H](c2cccc(-n3oo3)c2)C(C(=O)OC)=C1C,,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN1C(C)=C(C(=O)OC)[C@@H](c2cccc([N+](=O)[O-])c2)C(C(=O)OCC)=C1C,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN1CC(=O)N(COC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)C1=O,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,
C#CCNC(=NCCSCc1nc[nH]c1C)NC#N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
C#CCNC1CCc2ccccc21,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,
C#CCN[C@@H](C)Cc1ccccc1,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCN[C@@H]1CCc2ccccc21,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
C#CCO,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,
C#CCOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
C#CCOC(=O)C1=CCCN(C)C1,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCOC(=O)NC(/C=C/CCCC)c1ccccc1,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
C#CCOC(=O)[C@H](N)CC(N)=O,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
C#CCOCCCC(=O)O,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCOCCN1C=CN(C)C1/C=N/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
C#CCOCC[n+]1ccccc1/C=N/O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
C#CCOS(=O)(=O)c1ccc(C)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,,,,,,
C#CCOc1ccc(N2C(=O)C3C4C=CC(C4)C3C2=O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
C#CCOc1ccc2c(C)cc(=O)oc2c1,,,,,,,,,,,,,,0.0,1.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,
C#CCSc1nc(-c2ccco2)n[nH]1,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCSc1nc(Cc2ccc(Cl)cc2)nc2ccccc12,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCSc1nnc(-c2cc3c(C(F)(F)F)nn(C)c3s2)n1C,1.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCSc1nnc(-c2sc(-c3ccccc3)nc2C)n1C,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCSc1nnc(-c2sc3ccccc3c2Cl)o1,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C#CCSc1nncn1C(=O)/C=C/c1ccccc1,1.0,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CC[NH+](C)Cc1ccccc1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
C#CC[NH+](C)[C@H](C)Cc1ccccc1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
C#CC[NH2+][C@@H]1CCc2ccccc21,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
C#CCc1ccc(COC(=O)C2C(C=C(C)C)C2(C)C)o1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
C#CCc1ccc(COC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)o1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
C#CCn1c(=O)oc2ccccc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
C#CCn1c(S(=O)(=O)Cc2ccc(OC)cc2)nc(-c2ccccc2)c1-c1ccccc1,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#CS(=O)(=O)c1ccc(C)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#C[C@@](C)(O)CCC=C(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
C#C[C@@](OC(=O)NC1CCCCC1)(c1ccccc1)c1ccc(C)c(C)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
C#C[C@@]1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CC[C@@]21C,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@]21C,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]21C,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]21CC,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@]21C,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,1.0,0.0,,,,,
C#C[C@@]1(O)CC[C@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@@]21C,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C#C[C@@]1(O)CC[C@]2(C)[C@]1(C)CC[C@]1(C)c3ccc(OC)cc3CC[C@]12C,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C#C[C@@]1(OC(C)=O)CC[C@@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@H]4[C@H]3CC[C@]21C,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C#C[C@H](N)CCC(=O)O,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,,,0.0,0.0,,0.0,,,,,
C#C[C@]1(O)CCC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@@]21C,,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
C#C[C@]1(O)CC[C@@H]2[C@H]3CCC4=CCCC[C@@H]4[C@@H]3CC[C@@]21C,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C#C[C@]1(O)CC[C@@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@@]21C,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#C[C@]1(O)CC[C@@H]2[C@H]3CCc4cc(OC)ccc4[C@@H]3CC[C@@]21C,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,,,,,,,,,,,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,,,,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,,,,,,,,,,,0.0,,,1.0,1.0,,1.0,1.0,,,,0.0,,1.0,,,,,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,,,,,,,,,,,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,0.0,0.0,,,,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,,,,,,,,,,,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,,,,,,,,,,,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,1.0,,,,,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5nc6nc7ccccc7n6cc5C[C@]4(C)[C@H]3CC[C@@]21C,,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,,,,,,,0.0,0.0,1.0,0.0,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,,,,,1.0,1.0,,,,,0.0,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,,,,,,,,,,,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,,,,,,,,,,,0.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,,,,,
C#C[C@]1(O)CC[C@H]2[C@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@]21C,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,
C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,1.0,,,,,,
C#C[C@]1(OC(C)=O)CCC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@@]21C,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,,,,,,,,,,,0.0,,,1.0,1.0,,1.0,1.0,,,0.0,0.0,,,1.0,,,,,
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,,,,,,1.0,,,,,0.0,,,1.0,1.0,0.0,1.0,1.0,,,,,,0.0,0.0,,,,0.0,
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,,,,,,0.0,,,,,0.0,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,
C#Cc1ccc(-c2ccccc2F)cc1,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,
C#Cc1ccc(C)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,,0.0,1.0,,,,
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
C#Cc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C#N,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
C(#CC1C=CC2OC(c3ccccc3)OCC2O1)c1ccccc1,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C(#CCN1CCCC1)CN1CCCC1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4cncn4)ccc2-3)cs1)COc1ccccc1,,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
C(/C=C/c1ccco1)=N/N1CCN(c2ccccc2)CC1,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C(=C(c1ccccc1)c1ccccc1)c1ccccc1,,,,,,,,,,,,,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
C(=C/C=N/c1ccccc1)\C=C\Nc1ccccc1,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,
C(=C/N1CCN(C(c2ccccc2)c2ccccc2)CC1)\Cc1ccccc1,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C(=C/c1cccc(/C=C/c2ccccc2)c1)\c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
C(=C/c1ccccc1)\c1ccccc1,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,,0.0,,,,0.0,
C(=C/c1nnc(-c2cccs2)o1)\c1ccccc1,1.0,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C(=C1\CCCC2=C1Nc1ncnn1C2c1ccccc1)\c1ccccc1,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C(=C\c1ccccc1)\C=N\c1ccc2c(c1)Cc1ccccc1-2,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C(=C\c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
C(=C\c1ccccc1)\CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
C(=C\c1ccccc1)\c1ccccc1,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,
C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
C(=Cc1ccccn1)c1ccccn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
C(=Cc1ccncc1)c1ccccc1,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,1.0,,1.0,0.0,,,,,
C(=Cc1ccncc1)c1ccncc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
